student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S3797,19.024476628158407,Male,2.2534626390732284,1.877476439659039,0.0,Yes,85.53198651024357,7.4321672438351944,Fair,6.0,Bachelor,Poor,7.002706573932476,Yes,82.21484707561945,1.5977835950903594,8.26980279346009,0,-1,1,3.7779076451489786,7.919388432334064
S3798,17.0,Female,4.134255960858085,2.2461672634435406,1.562338031704276,No,72.49967895961159,9.294496008092722,Good,5.289321881642089,Bachelor,Good,7.101634280866544,No,87.47399078338044,2.345218912850407,7.099075597095432,1,1,0,2.2003913066246037,9.073809589122755
S3799,18.882762529132464,Male,3.018026701958859,7.2,2.911316260628981,Yes,85.24838043630074,5.709231945469006,Fair,1.05117590593159,High School,Good,5.8776321331345835,No,50.20065962435089,6.595498181213402,1.3696040583896285,0,1,1,7.79554762491777,3.086486105743753
S3800,17.83975528096647,Female,5.017126491354483,0.0,2.142360706543824,Yes,94.57362620167295,4.981984531796746,Good,2.912922602126291,Bachelor,Average,4.799811456643376,No,93.08864846279762,5.10176883454349,3.958569083479792,1,0,1,5.240331507355842,5.513512929864588
S3801,21.815320752820195,Male,2.825416567444091,2.6932000246542054,2.6405195110287494,Yes,87.11088788262852,4.645193490374202,Fair,3.1051950262887065,Master,Average,1.0,No,45.21335124794755,4.546336763858967,3.3884635966655736,0,0,1,6.140124639985427,4.723738601495662
S3802,22.8595195210539,Female,5.283263153174984,1.139094209841459,0.8324074277358671,No,91.61064707172743,8.09685864816231,Fair,1.9851900587422615,High School,Average,1.1901205918725828,No,85.46518734484457,3.5725168402843344,1.0,0,0,0,6.138146635275701,5.545705754005621
S3803,22.01840276664817,Male,2.807021847940857,1.2601104825140204,2.198152820523581,Yes,94.11784571631415,7.0359687936279185,Fair,3.034143038346377,High School,Average,10.0,No,76.69309764239343,4.364566019816597,4.1917782870487015,0,0,1,4.451362558167127,6.5201046340082005
S3804,22.89696787888718,Male,5.229467353604024,2.8539287488072707,0.9925801107758224,No,91.45974848075164,5.0321040440030185,Good,4.0371327454877335,High School,Poor,3.982063283735457,No,85.54089885927087,2.710904943852295,4.794184322314767,1,-1,0,3.8230757544863714,6.473365948484956
S3805,24.0,Female,3.9710974149721463,3.2331759511364515,0.637622193533122,Yes,79.01670186309066,5.084359721437073,Good,1.941098091724544,Bachelor,Good,1.0,No,61.70665525413664,3.8322107540636523,4.056958879738977,1,1,1,4.772635896216094,6.21918433464302
S3806,20.004006139315,Female,3.2845503917014613,4.347945157619071,0.4119394692352588,Yes,89.07334901966595,4.762971701229533,Poor,0.9624479862132359,High School,Average,5.0391959511714335,No,67.76646593336137,5.158740309990298,1.6383480572445022,-1,0,1,6.991146990402876,3.8219590952192615
S3807,17.0,Female,4.676418482960453,1.8336581494516313,1.6304574413509638,No,96.36384658198236,5.113049354331305,Good,1.7662301067013488,Master,Good,10.0,No,81.67468294348375,4.761831893150619,4.8086347299981265,1,1,0,2.7984844456336155,6.884792355156335
S3808,22.075587441074696,Male,1.47147333196289,1.2989556310999346,2.3785495228673623,No,80.54899289883858,6.06220209117613,Good,2.9897280484648254,High School,Good,5.064959436925644,No,45.73640213413143,1.0,6.827396541715917,1,1,0,2.767710172898133,6.973689429674728
S3809,20.093570197612685,Female,4.516357269084634,4.650121154163321,1.9969228199399056,No,88.23169971262094,6.516529506373183,Fair,2.056792903627649,Bachelor,Good,6.35653004181367,No,73.16519366128252,4.441817442146286,4.1534649021716845,0,1,0,4.3981348756741365,6.393528450202572
S3810,17.0,Female,2.1049903515858137,2.156527008275236,3.088082731681591,No,97.8868106699088,5.072827842918118,Good,5.001482048801008,High School,Average,5.0703148211568365,No,55.65449301344356,3.208007804045958,3.498996505933089,1,0,0,4.078170693540454,6.815927348381344
S3811,23.04849219460051,Female,3.4777395078033786,1.2780695732756318,0.47921003965949877,No,90.05775294415012,7.930761717982693,Fair,1.9534128486135167,Bachelor,Good,6.9011811433239565,No,81.58132403530233,2.6851379103572204,5.429699751933785,0,1,0,3.344548454565042,7.976848667717827
S3812,18.901155842125505,Female,2.612518100226441,3.310963328336262,2.494604326286351,No,74.02315471736127,7.061016383832849,Fair,0.03818995766914404,Master,Good,2.8027993360690986,Yes,44.19702870996048,3.144964461330243,4.104027070942356,0,1,0,5.166261908131157,6.326170229650691
S3813,22.011271647409547,Female,5.95338463965164,3.5343886081430043,0.4079760433729532,No,88.98866740244392,4.813563069823486,Good,0.9045509468725065,,Good,2.920336456587428,No,71.27093634990258,4.082829338929165,3.448028775000144,1,1,0,4.290698050473453,5.995633914941334
S3814,19.854070592664407,Male,3.040698748237821,2.4261144885396972,4.005737890499158,No,88.72133322411797,5.40612057898537,Poor,4.892858872184315,High School,Good,4.934947653181609,No,62.46938422318049,5.432485321205977,2.708017917119264,-1,1,0,5.288039272905058,4.906938798131183
S3815,21.793066594256832,Female,2.9548739735969147,3.6970795936029464,0.9536808403728052,No,67.35404811007511,5.884329309412457,Poor,5.053252126261978,Bachelor,Average,10.0,No,74.58057633646564,2.4874182974322907,5.466740834068708,-1,0,0,4.279396985419102,6.598300851399384
S3816,22.955820991714315,Female,1.0070783692831518,3.875106932093488,1.0192352195536372,No,71.5560016906505,9.25807471910207,Poor,4.0588279374183465,Master,Good,1.0,Yes,27.229634424215302,3.0905421919398304,4.248928898818526,-1,1,0,5.128968791486847,6.888019982451066
S3817,20.985721064019664,Female,4.240213786416941,4.5241648390982405,3.057721872204236,No,83.98765198459257,6.567728588661835,Good,2.0517548516738167,High School,Average,8.858782228716382,No,75.15371747675509,4.351150736295922,4.833627512737729,1,0,0,4.480830338482873,6.3799328012717345
S3818,23.95410578480812,Female,5.517128804118908,3.1930599722787627,1.0012717303500709,No,62.262645880525774,6.589872954249813,Fair,3.969565117384932,Bachelor,Average,8.076603730392906,No,82.2444820854504,4.202363435029434,5.8583409954689705,0,0,0,4.121455610471708,6.679899929598546
S3819,23.863356982754343,Male,4.392799986481266,2.1058319019424534,2.7389752987034233,Yes,78.48082529125334,8.046912126942058,Good,5.110749432373563,High School,Poor,2.9118827295419623,Yes,82.32193826164101,4.3130884994345315,5.481963770100909,1,-1,1,4.658091534539146,6.844905542182555
S3820,21.953849658639438,Female,2.505142326366998,1.9343759534464788,2.109870233528432,No,93.59062312387677,6.649524682600828,Poor,3.8861961876119815,High School,Average,9.082087562856104,Yes,60.37049409495751,2.679117284345721,4.689037432593881,-1,0,0,4.189343600996472,6.926872643744795
S3821,24.0,Male,4.2469157680443175,2.245868341043994,1.1549660153750938,No,67.40446806340682,6.108803545555488,Poor,4.969921956606412,High School,Poor,4.879548099332299,No,77.44743576337646,4.6787506951729005,3.341433370536684,-1,-1,0,6.00411606360193,4.9275680210053245
S3822,18.994819120970618,Male,2.3142239969885905,1.872002555528088,0.04990129234355802,Yes,85.34545428844343,7.483125989930911,Fair,6.0,Bachelor,Poor,6.93280824336742,Yes,77.56782827389213,3.5342709975137865,5.313201765746745,0,-1,1,4.726559026224542,7.304045011859529
S3823,22.021061526916125,Female,4.3471718031869155,4.002825079447626,1.0725715671485074,Yes,87.95831288662713,4.3908027649401715,Good,2.087051865598302,High School,Average,1.9171438876764937,Yes,59.72485352719154,5.42591322881236,1.0,1,0,1,7.038470709852968,3.6468004447203115
S3824,20.922665371888964,Female,2.2599276429942767,1.0761741143071046,0.3556673168915236,No,99.44147902849849,6.3986932649403725,Fair,5.921779798412555,,Good,1.0585620173514665,No,66.85413117453183,1.0014233191902442,6.395184938072441,0,1,0,3.2252021701119515,7.53602643210041
S3825,21.13522207692676,Female,2.2353718864135996,1.0827205572844483,1.3939346173494418,No,76.85311073705152,5.011862695341295,Poor,2.216983176104556,High School,Poor,9.979508643799294,No,63.757014488633246,1.5114004512843773,3.9874288618650864,-1,-1,0,5.086608510250508,5.623765959890496
S3826,22.864263745226307,Female,2.2119902272770777,6.176778138680851,3.0196419582209892,No,87.02904593419358,6.971295927661886,Good,0.9867829058044499,,Good,3.826062206594103,No,45.009115034805454,4.698630257203821,4.012218686853208,1,1,0,4.778965797139247,6.06198124164661
S3827,17.05626688400942,Female,4.192189488510834,2.1452693157508516,1.535098807911807,No,71.70170275155631,9.467697733926947,Good,5.008893659422466,Bachelor,Good,6.8141517036910235,No,86.88946847778973,2.3850248902431512,7.161836958956577,1,1,0,2.2478241699293178,8.840484499433462
S3828,21.136396112310017,Male,2.333722871673483,0.9377738184828983,0.6719788561467698,No,66.86300962339708,5.20249447423453,Good,6.0,Bachelor,Good,8.95501705927895,No,74.02848808521092,1.8897837872196908,5.545388834689355,1,1,0,1.9895754828986083,7.618400429760202
S3829,23.055499186532575,Female,2.8192005941367317,2.3147976566851307,2.305653092123881,No,85.88486183035671,7.1959412786516666,Good,6.0,Bachelor,Average,1.0,No,65.66413305161518,3.0008988478855896,4.710957435405203,1,0,0,3.7872660143009336,7.168471586050058
S3830,22.976627696591695,Male,3.368979280570421,3.035050418424597,2.3719451770893376,Yes,89.40343019028937,8.238886088092267,Good,2.0062317067250444,High School,Average,9.941026531182308,No,81.35016968041502,3.688124477804362,4.067879658022041,1,0,1,4.59761829788725,7.07296172351982
S3831,18.939031892414697,Female,3.650703240528177,4.731602300640121,1.8640666627038438,No,98.8921581719593,8.605918173873224,Good,6.0,Bachelor,Good,2.0365027268273614,No,69.11036710927083,2.716526571253903,8.20597309505404,1,1,0,2.6396308166259073,9.32149928194137
S3832,17.119569669707218,Female,1.7881544725287553,2.9065630611339666,2.0330686384129106,No,81.06621918008685,4.991086348812455,Good,0.9538038506513977,High School,Average,9.831645463191439,No,47.78984943249712,1.2558528511897151,4.688489182853637,1,0,0,3.815753280890484,6.140325026485843
S3833,17.83578161399436,Female,4.100786333883029,0.8574408257192055,1.0793810961366916,No,99.7327393447949,5.824183827027393,Poor,2.168963994538344,,Average,5.120793697159279,No,71.47097315016845,2.1824702112369736,3.955398536058799,-1,0,0,5.16682907024761,6.31783922880128
S3834,19.888042833758885,Male,1.0364565001110553,0.5634254501677616,0.1734117863050872,No,93.36994954624754,5.6502843963224905,Poor,3.00390888961104,High School,Poor,8.196988989385238,Yes,55.71984702705165,1.0449861901368531,3.883023716503807,-1,-1,0,4.960222834860271,5.926555155631791
S3835,19.954119855920123,Female,1.7207185814704298,4.751813290921623,3.163385421912179,No,95.56201695998878,5.075451663947971,Good,4.031842866320107,Bachelor,Good,5.154260940489003,No,38.230005503773306,2.9327321298191995,5.63329305784173,1,1,0,3.844312544934933,7.111045836997359
S3836,17.142831401231515,Female,5.525459963447906,2.7772612292079213,4.080438473232458,No,86.22206408118046,6.863003270528717,Good,3.964881746847297,High School,Good,7.095222365482034,No,90.71632116083697,4.0369103557572945,5.237728727351629,1,1,0,3.658941798426644,7.404121072904059
S3837,20.04382707463123,Male,2.955984508426528,2.6216543407926864,1.3333725740007771,No,61.773246317899606,6.4474991186817,Good,5.0218733028590945,Bachelor,Good,9.060058637647849,Yes,65.01738584976114,3.50020661108621,5.625604583714403,1,1,0,2.605424005245216,7.867661273524566
S3838,17.0,Female,2.728984436006708,3.6399785005506886,0.8711445716952922,No,88.44895088941796,7.180922084930009,Good,1.9260366474286843,High School,Poor,6.034152949621779,Yes,67.41028776070267,2.970708428817827,5.501531912893527,1,-1,0,4.0199564234074305,7.036839036485925
S3839,18.964188946945743,Male,4.326315149510928,1.1640003995508905,2.089159070823949,No,79.1599740323936,7.528708387924497,Good,3.993675540003989,Master,Average,5.052669247329743,No,71.84170441214528,2.250152080595905,5.4594130650527495,1,0,0,3.215636064674334,7.697853303495504
S3840,19.9291040527711,Female,5.838078775719226,1.1307293423894,2.1335365070343415,Yes,83.72147707828842,5.712467648720381,Poor,2.0017343504738947,Master,Average,1.9138662097670087,Yes,86.36583312695456,5.071433205772293,1.8203099045379791,-1,0,1,7.169748856337439,3.8259648610541386
S3841,22.91808681893131,Male,3.9142748869957424,1.8854455225842837,2.0106421654990383,No,86.12604374236714,6.546176707556902,Fair,3.8930651929455244,Master,Good,1.9964282196595309,Yes,70.626488767425,3.3088303955720026,4.001884266185445,0,1,0,4.287151176497389,6.658714162089953
S3842,17.11296872526015,Female,4.320680751414902,1.2380196199891431,0.0,No,82.7414407143097,4.939472494129334,Fair,0.9421561220428482,High School,Good,7.0211575331645095,No,83.48205410002629,2.4518918500841007,4.429624431637931,0,1,0,3.7630063380597023,6.943431078447171
S3843,19.841694018142622,Female,2.6866433790309565,3.6907323503581293,1.1639616579712297,No,72.09663541973784,6.3151439950322485,Fair,0.0,High School,Average,3.091269596847102,No,43.943976581701286,3.301045404273967,2.7288342445631324,0,0,0,5.455451562583046,5.676280343796706
S3844,20.18566131480981,Female,3.8584356347384383,3.5086337102250984,2.571818911907303,No,93.61397476838164,5.040341888974612,Poor,5.874356098761123,High School,Good,9.773611887479392,Yes,80.88652536017342,4.604926268291369,4.083331710046421,-1,1,0,4.094593207266917,6.620679323059214
S3845,22.0955818268822,Male,2.0026883371270645,0.8504973097848006,0.4375688824415836,No,84.44156574864617,6.57191695852659,Good,3.9985761657745247,Bachelor,Poor,4.030042350528753,No,74.81364547240754,1.0,5.284258760750486,1,-1,0,3.682970652236707,6.449377777417795
S3846,24.0,Other,5.033246885490344,0.5025315048132165,2.0622688507518383,No,85.3721421784647,7.551448701818361,Poor,0.09716854630310559,,Average,4.151195442777972,No,83.6641358155092,2.5974585072806193,3.4541345390519815,-1,0,0,5.770597537000121,6.1446380194052646
S3847,17.0,Female,2.6140417659020185,2.90297251605719,1.7341151042445886,No,83.62695863090886,6.52688180733034,Fair,3.963846212313607,Master,Average,1.0,No,46.83886611017942,2.834438766236636,2.2249387542673627,0,0,0,5.608595228625716,5.93775332111689
S3848,20.982696095028402,Female,0.9844561677352187,0.41393994796461825,2.4503521070093663,Yes,95.16085880829539,6.77072040258838,Good,1.996904541704476,,Average,1.0,Yes,47.46137472494209,2.9899034265205184,3.9529741601146857,1,0,1,5.214556169556794,6.225681706397992
S3849,18.834607150341018,Female,4.21773591138218,2.6850503398291363,2.5838549299871834,Yes,92.3381378528385,4.886995136349046,Good,3.117646046825984,Bachelor,Good,1.0,No,57.35487706508954,5.566765773991099,2.660462502922748,1,1,1,5.544385022588385,4.277602104581756
S3850,22.939451347907273,Male,3.387335038095729,2.005093304285662,1.1600892243548444,Yes,86.51224311336529,6.888935117330473,Poor,0.08438174879109363,High School,Good,7.0094508807259155,No,71.87658941289246,5.86396094907856,3.4013374834289496,-1,1,1,6.169614363376507,4.77914492560478
S3851,24.0,Male,4.428975997092927,2.365997544233234,1.2042258907672176,No,68.34621093170222,6.128003108020167,Poor,5.082915226619423,High School,Poor,4.788051587631991,No,78.1427929137514,4.681078212890336,3.175151876225462,-1,-1,0,6.010228512396463,4.748590783356085
S3852,24.0,Female,1.7425532238161987,2.395081049060963,3.379380952592223,Yes,92.9146778971047,8.672894690346876,Fair,3.0120733126247154,Bachelor,Good,9.92121585673832,No,55.385148101615314,2.753128873766621,5.980611014041858,0,1,1,3.8843657032556447,7.9034766117556945
S3853,17.0,Female,1.6661739598301166,1.998228896091687,2.402205832696236,No,79.88218843663263,6.584116794612621,Good,4.950364490001723,High School,Average,7.993045835112048,No,44.02376085730543,2.0175990414697753,6.366066074819616,1,0,0,2.7178186093269265,7.528197838879914
S3854,22.957818796395053,Male,1.9141447856080092,2.798031185928031,3.232055753591196,No,90.5279068928839,6.859521013419245,Fair,1.0400792329231499,Master,Poor,4.913604242740492,No,50.600949696410055,2.423090108623817,3.598881615478592,0,-1,0,5.893660736692967,5.853466606328117
S3855,20.982539317236437,Male,3.0669450235529094,3.2760769555863996,2.6058907426633784,Yes,77.61737937515906,4.193813829127081,Fair,5.129882250132261,Bachelor,Poor,1.0,No,47.23047631656692,5.019132865502737,2.4944763741101688,0,-1,1,6.653154645299159,4.386449023967133
S3856,17.838918981691823,Male,2.6527633854372477,2.835044672009286,1.1420773101852038,Yes,73.62645121712595,5.784916183343752,Good,5.183042408971211,Bachelor,Poor,1.0531483960554406,Yes,54.610217610537795,4.587631582914272,3.8085893727320648,1,-1,1,5.3733389673511445,5.5858617643302075
S3857,17.068244644598614,Male,3.7163796138647833,2.904102135447321,3.5945503735720443,No,81.94416838176593,3.7701175567724166,Fair,3.243656909211026,Bachelor,Good,3.9945349358226467,Yes,61.69668044298663,3.229324053849186,1.8821389223780607,0,1,0,5.053127623363263,5.566053902596396
S3858,23.916447913697006,Male,3.500770284606993,1.2310391771296567,2.167633862259711,No,79.66239196943324,7.244440370143132,Fair,0.1549142838859385,Bachelor,Good,2.020110181461744,No,61.47217612678456,3.2508280304957076,5.791817082155251,0,1,0,4.411895166572677,7.269918203142635
